strain,seqid,source,type,start,end,length,strand,score,phase,gene_id,name,product,locus_tag,gene_biotype,attributes
H37Rv,NC_000962.3,RefSeq,CDS,4079925,4080560,636,-,,0,cds-NP_218158.1,NP_218158.1,cell filamentation protein Fic,Rv3641c,protein_coding,"ID=cds-NP_218158.1;Parent=gene-Rv3641c;Dbxref=GenBank:NP_218158.1,GeneID:885540;Name=NP_218158.1;gbkey=CDS;gene=fic;locus_tag=Rv3641c;product=cell filamentation protein Fic;protein_id=NP_218158.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4080571,4080765,195,-,,,gene-Rv3642c,Rv3642c,,Rv3642c,protein_coding,ID=gene-Rv3642c;Dbxref=GeneID:885220;Name=Rv3642c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3642c
H37Rv,NC_000962.3,RefSeq,CDS,4080571,4080765,195,-,,0,cds-NP_218159.1,NP_218159.1,hypothetical protein,Rv3642c,protein_coding,"ID=cds-NP_218159.1;Parent=gene-Rv3642c;Dbxref=GenBank:NP_218159.1,GeneID:885220;Name=NP_218159.1;gbkey=CDS;locus_tag=Rv3642c;product=hypothetical protein;protein_id=NP_218159.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4081160,4081351,192,+,,,gene-Rv3643,Rv3643,,Rv3643,protein_coding,ID=gene-Rv3643;Dbxref=GeneID:885600;Name=Rv3643;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3643
H37Rv,NC_000962.3,RefSeq,CDS,4081160,4081351,192,+,,0,cds-NP_218160.1,NP_218160.1,hypothetical protein,Rv3643,protein_coding,"ID=cds-NP_218160.1;Parent=gene-Rv3643;Dbxref=GenBank:NP_218160.1,GeneID:885600;Name=NP_218160.1;gbkey=CDS;locus_tag=Rv3643;product=hypothetical protein;protein_id=NP_218160.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4081365,4081437,73,-,,,gene-Rvnt39,thrU,,Rvnt39,tRNA,ID=gene-Rvnt39;Dbxref=GeneID:2700461;Name=thrU;gbkey=Gene;gene=thrU;gene_biotype=tRNA;locus_tag=Rvnt39
H37Rv,NC_000962.3,RefSeq,tRNA,4081365,4081437,73,-,,,rna-Rvnt39,thrU,tRNA-Thr,Rvnt39,protein_coding,ID=rna-Rvnt39;Parent=gene-Rvnt39;Dbxref=GeneID:2700461;Note=thrU%2C tRNA-Thr%2C anticodon cgt%2C length %3D 73;anticodon=(pos:complement(4081402..4081404));codons=39;gbkey=tRNA;gene=thrU;locus_tag=Rvnt39;product=tRNA-Thr
H37Rv,NC_000962.3,RefSeq,gene,4081516,4082721,1206,-,,,gene-Rv3644c,Rv3644c,,Rv3644c,protein_coding,ID=gene-Rv3644c;Dbxref=GeneID:885553;Name=Rv3644c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3644c
H37Rv,NC_000962.3,RefSeq,CDS,4081516,4082721,1206,-,,0,cds-NP_218161.1,NP_218161.1,DNA polymerase,Rv3644c,protein_coding,"ID=cds-NP_218161.1;Parent=gene-Rv3644c;Dbxref=GenBank:NP_218161.1,GeneID:885553;Name=NP_218161.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;locus_tag=Rv3644c;product=DNA polymerase;protein_id=NP_218161.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4082807,4084456,1650,+,,,gene-Rv3645,Rv3645,,Rv3645,protein_coding,ID=gene-Rv3645;Dbxref=GeneID:885620;Name=Rv3645;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3645
H37Rv,NC_000962.3,RefSeq,CDS,4082807,4084456,1650,+,,0,cds-NP_218162.1,NP_218162.1,transmembrane protein,Rv3645,protein_coding,"ID=cds-NP_218162.1;Parent=gene-Rv3645;Dbxref=GenBank:NP_218162.1,GeneID:885620;Name=NP_218162.1;gbkey=CDS;locus_tag=Rv3645;product=transmembrane protein;protein_id=NP_218162.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4084453,4087257,2805,-,,,gene-Rv3646c,topA,,Rv3646c,protein_coding,ID=gene-Rv3646c;Dbxref=GeneID:885608;Name=topA;gbkey=Gene;gene=topA;gene_biotype=protein_coding;locus_tag=Rv3646c
H37Rv,NC_000962.3,RefSeq,CDS,4084453,4087257,2805,-,,0,cds-NP_218163.1,NP_218163.1,DNA topoisomerase I,Rv3646c,protein_coding,"ID=cds-NP_218163.1;Parent=gene-Rv3646c;Dbxref=GenBank:NP_218163.1,GeneID:885608;Name=NP_218163.1;Note=omega-protein (relaxing enzyme) (untwisting enzyme) (swivelase) (type I DNA topoisomerase) (nicking-closing enzyme) (TOPO I);experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=topA;inference=protein motif:PROSITE:PS00396;locus_tag=Rv3646c;product=DNA topoisomerase I;protein_id=NP_218163.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4087610,4088188,579,-,,,gene-Rv3647c,Rv3647c,,Rv3647c,protein_coding,ID=gene-Rv3647c;Dbxref=GeneID:885217;Name=Rv3647c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3647c
H37Rv,NC_000962.3,RefSeq,CDS,4087610,4088188,579,-,,0,cds-NP_218164.1,NP_218164.1,hypothetical protein,Rv3647c,protein_coding,"ID=cds-NP_218164.1;Parent=gene-Rv3647c;Dbxref=GenBank:NP_218164.1,GeneID:885217;Name=NP_218164.1;Note=A core mycobacterial gene%3B conserved in mycobacterial strains (See Marmiesse et al.%2C 2004 PMID:14766927).;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv3647c;product=hypothetical protein;protein_id=NP_218164.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4088328,4088531,204,-,,,gene-Rv3648c,cspA,,Rv3648c,protein_coding,ID=gene-Rv3648c;Dbxref=GeneID:885837;Name=cspA;gbkey=Gene;gene=cspA;gene_biotype=protein_coding;locus_tag=Rv3648c
H37Rv,NC_000962.3,RefSeq,CDS,4088328,4088531,204,-,,0,cds-NP_218165.1,NP_218165.1,cold shock protein A,Rv3648c,protein_coding,"ID=cds-NP_218165.1;Parent=gene-Rv3648c;Dbxref=GenBank:NP_218165.1,GeneID:885837;Name=NP_218165.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=cspA;inference=protein motif:PROSITE:PS00352;locus_tag=Rv3648c;product=cold shock protein A;protein_id=NP_218165.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4088781,4091096,2316,+,,,gene-Rv3649,Rv3649,,Rv3649,protein_coding,ID=gene-Rv3649;Dbxref=GeneID:885841;Name=Rv3649;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3649
H37Rv,NC_000962.3,RefSeq,CDS,4088781,4091096,2316,+,,0,cds-NP_218166.1,NP_218166.1,helicase,Rv3649,protein_coding,"ID=cds-NP_218166.1;Parent=gene-Rv3649;Dbxref=GenBank:NP_218166.1,GeneID:885841;Name=NP_218166.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;locus_tag=Rv3649;product=helicase;protein_id=NP_218166.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4091233,4091517,285,+,,,gene-Rv3650,PE33,,Rv3650,protein_coding,ID=gene-Rv3650;Dbxref=GeneID:885832;Name=PE33;gbkey=Gene;gene=PE33;gene_biotype=protein_coding;locus_tag=Rv3650
H37Rv,NC_000962.3,RefSeq,CDS,4091233,4091517,285,+,,0,cds-YP_178000.1,YP_178000.1,PE family protein PE33,Rv3650,protein_coding,"ID=cds-YP_178000.1;Parent=gene-Rv3650;Dbxref=GenBank:YP_178000.1,GeneID:885832;Name=YP_178000.1;Note=Member of the Mycobacterium tuberculosis PE family%2C PGRS subfamily of ala-%2C gly-rich proteins;gbkey=CDS;gene=PE33;locus_tag=Rv3650;product=PE family protein PE33;protein_id=YP_178000.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4091841,4092878,1038,+,,,gene-Rv3651,Rv3651,,Rv3651,protein_coding,ID=gene-Rv3651;Dbxref=GeneID:885296;Name=Rv3651;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3651
H37Rv,NC_000962.3,RefSeq,CDS,4091841,4092878,1038,+,,0,cds-NP_218168.1,NP_218168.1,hypothetical protein,Rv3651,protein_coding,"ID=cds-NP_218168.1;Parent=gene-Rv3651;Dbxref=GenBank:NP_218168.1,GeneID:885296;Name=NP_218168.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv3651;product=hypothetical protein;protein_id=NP_218168.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4093632,4093946,315,+,,,gene-Rv3652,PE_PGRS60,,Rv3652,protein_coding,ID=gene-Rv3652;Dbxref=GeneID:886260;Name=PE_PGRS60;gbkey=Gene;gene=PE_PGRS60;gene_biotype=protein_coding;locus_tag=Rv3652
H37Rv,NC_000962.3,RefSeq,CDS,4093632,4093946,315,+,,0,cds-YP_178001.1,YP_178001.1,PE-PGRS family-related protein PE_PGRS60,Rv3652,protein_coding,"ID=cds-YP_178001.1;Parent=gene-Rv3652;Dbxref=GenBank:YP_178001.1,GeneID:886260;Name=YP_178001.1;Note=Member of the Mycobacterium tuberculosis PE family%2C PGRS subfamily of ala-%2C gly-rich proteins;gbkey=CDS;gene=PE_PGRS60;locus_tag=Rv3652;product=PE-PGRS family-related protein PE_PGRS60;protein_id=YP_178001.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4093940,4094527,588,+,,,gene-Rv3653,PE_PGRS61,,Rv3653,protein_coding,ID=gene-Rv3653;Dbxref=GeneID:886259;Name=PE_PGRS61;gbkey=Gene;gene=PE_PGRS61;gene_biotype=protein_coding;locus_tag=Rv3653
H37Rv,NC_000962.3,RefSeq,CDS,4093940,4094527,588,+,,0,cds-YP_178002.1,YP_178002.1,PE-PGRS family-related protein PE_PGRS61,Rv3653,protein_coding,"ID=cds-YP_178002.1;Parent=gene-Rv3653;Dbxref=GenBank:YP_178002.1,GeneID:886259;Name=YP_178002.1;Note=Member of the Mycobacterium tuberculosis PE family%2C PGRS subfamily of ala-%2C gly-rich proteins;gbkey=CDS;gene=PE_PGRS61;locus_tag=Rv3653;product=PE-PGRS family-related protein PE_PGRS61;protein_id=YP_178002.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4094660,4094983,324,-,,,gene-Rv3654c,Rv3654c,,Rv3654c,protein_coding,ID=gene-Rv3654c;Dbxref=GeneID:885612;Name=Rv3654c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3654c
H37Rv,NC_000962.3,RefSeq,CDS,4094660,4094983,324,-,,0,cds-NP_218171.2,NP_218171.2,hypothetical protein,Rv3654c,protein_coding,"ID=cds-NP_218171.2;Parent=gene-Rv3654c;Dbxref=GenBank:NP_218171.2,GeneID:885612;Name=NP_218171.2;gbkey=CDS;locus_tag=Rv3654c;product=hypothetical protein;protein_id=NP_218171.2;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4094923,4095300,378,-,,,gene-Rv3655c,Rv3655c,,Rv3655c,protein_coding,ID=gene-Rv3655c;Dbxref=GeneID:885614;Name=Rv3655c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3655c
H37Rv,NC_000962.3,RefSeq,CDS,4094923,4095300,378,-,,0,cds-NP_218172.1,NP_218172.1,hypothetical protein,Rv3655c,protein_coding,"ID=cds-NP_218172.1;Parent=gene-Rv3655c;Dbxref=GenBank:NP_218172.1,GeneID:885614;Name=NP_218172.1;gbkey=CDS;locus_tag=Rv3655c;product=hypothetical protein;protein_id=NP_218172.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4095324,4095530,207,-,,,gene-Rv3656c,Rv3656c,,Rv3656c,protein_coding,ID=gene-Rv3656c;Dbxref=GeneID:885624;Name=Rv3656c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3656c
H37Rv,NC_000962.3,RefSeq,CDS,4095324,4095530,207,-,,0,cds-NP_218173.1,NP_218173.1,hypothetical protein,Rv3656c,protein_coding,"ID=cds-NP_218173.1;Parent=gene-Rv3656c;Dbxref=GenBank:NP_218173.1,GeneID:885624;Name=NP_218173.1;gbkey=CDS;locus_tag=Rv3656c;product=hypothetical protein;protein_id=NP_218173.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4095540,4096115,576,-,,,gene-Rv3657c,Rv3657c,,Rv3657c,protein_coding,ID=gene-Rv3657c;Dbxref=GeneID:885619;Name=Rv3657c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3657c
H37Rv,NC_000962.3,RefSeq,CDS,4095540,4096115,576,-,,0,cds-NP_218174.1,NP_218174.1,membrane protein,Rv3657c,protein_coding,"ID=cds-NP_218174.1;Parent=gene-Rv3657c;Dbxref=GenBank:NP_218174.1,GeneID:885619;Name=NP_218174.1;gbkey=CDS;locus_tag=Rv3657c;product=membrane protein;protein_id=NP_218174.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4096139,4096939,801,-,,,gene-Rv3658c,Rv3658c,,Rv3658c,protein_coding,ID=gene-Rv3658c;Dbxref=GeneID:885618;Name=Rv3658c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3658c
H37Rv,NC_000962.3,RefSeq,CDS,4096139,4096939,801,-,,0,cds-NP_218175.1,NP_218175.1,transmembrane protein,Rv3658c,protein_coding,"ID=cds-NP_218175.1;Parent=gene-Rv3658c;Dbxref=GenBank:NP_218175.1,GeneID:885618;Name=NP_218175.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;locus_tag=Rv3658c;product=transmembrane protein;protein_id=NP_218175.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4096936,4097994,1059,-,,,gene-Rv3659c,Rv3659c,,Rv3659c,protein_coding,ID=gene-Rv3659c;Dbxref=GeneID:885627;Name=Rv3659c;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=trbB;locus_tag=Rv3659c
H37Rv,NC_000962.3,RefSeq,CDS,4096936,4097994,1059,-,,0,cds-YP_178003.1,YP_178003.1,conjugal transfer protein,Rv3659c,protein_coding,"ID=cds-YP_178003.1;Parent=gene-Rv3659c;Dbxref=GenBank:YP_178003.1,GeneID:885627;Name=YP_178003.1;gbkey=CDS;inference=protein motif:PROSITE:PS00017;locus_tag=Rv3659c;product=conjugal transfer protein;protein_id=YP_178003.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4098096,4099148,1053,-,,,gene-Rv3660c,Rv3660c,,Rv3660c,protein_coding,ID=gene-Rv3660c;Dbxref=GeneID:885319;Name=Rv3660c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3660c
H37Rv,NC_000962.3,RefSeq,CDS,4098096,4099148,1053,-,,0,cds-NP_218177.1,NP_218177.1,hypothetical protein,Rv3660c,protein_coding,"ID=cds-NP_218177.1;Parent=gene-Rv3660c;Dbxref=GenBank:NP_218177.1,GeneID:885319;Name=NP_218177.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;locus_tag=Rv3660c;product=hypothetical protein;protein_id=NP_218177.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4099386,4099478,93,-,,,gene-RVnc0004,B11,,RVnc0004,ncRNA,ID=gene-RVnc0004;Dbxref=GeneID:14515875;Name=B11;gbkey=Gene;gene=B11;gene_biotype=ncRNA;gene_synonym=mpr19;locus_tag=RVnc0004
H37Rv,NC_000962.3,RefSeq,gene,4099647,4100510,864,+,,,gene-Rv3661,Rv3661,,Rv3661,protein_coding,ID=gene-Rv3661;Dbxref=GeneID:885316;Name=Rv3661;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3661
H37Rv,NC_000962.3,RefSeq,CDS,4099647,4100510,864,+,,0,cds-NP_218178.1,NP_218178.1,hypothetical protein,Rv3661,protein_coding,"ID=cds-NP_218178.1;Parent=gene-Rv3661;Dbxref=GenBank:NP_218178.1,GeneID:885316;Name=NP_218178.1;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;locus_tag=Rv3661;product=hypothetical protein;protein_id=NP_218178.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4100669,4100968,300,+,,,gene-RVnc0036a,MTS2823,,RVnc0036a,ncRNA,ID=gene-RVnc0036a;Dbxref=GeneID:14515876;Name=MTS2823;gbkey=Gene;gene=MTS2823;gene_biotype=ncRNA;locus_tag=RVnc0036a
H37Rv,NC_000962.3,RefSeq,gene,4101265,4102035,771,-,,,gene-Rv3662c,Rv3662c,,Rv3662c,protein_coding,ID=gene-Rv3662c;Dbxref=GeneID:885178;Name=Rv3662c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3662c
H37Rv,NC_000962.3,RefSeq,CDS,4101265,4102035,771,-,,0,cds-NP_218179.1,NP_218179.1,hypothetical protein,Rv3662c,protein_coding,"ID=cds-NP_218179.1;Parent=gene-Rv3662c;Dbxref=GenBank:NP_218179.1,GeneID:885178;Name=NP_218179.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;locus_tag=Rv3662c;product=hypothetical protein;protein_id=NP_218179.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4102032,4103678,1647,-,,,gene-Rv3663c,dppD,,Rv3663c,protein_coding,ID=gene-Rv3663c;Dbxref=GeneID:885039;Name=dppD;gbkey=Gene;gene=dppD;gene_biotype=protein_coding;locus_tag=Rv3663c
H37Rv,NC_000962.3,RefSeq,CDS,4102032,4103678,1647,-,,0,cds-NP_218180.1,NP_218180.1,dipeptide ABC transporter ATP-binding protein DppD,Rv3663c,protein_coding,"ID=cds-NP_218180.1;Parent=gene-Rv3663c;Dbxref=GenBank:NP_218180.1,GeneID:885039;Name=NP_218180.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;gene=dppD;inference=protein motif:PROSITE:PS00211;locus_tag=Rv3663c;product=dipeptide ABC transporter ATP-binding protein DppD;protein_id=NP_218180.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4103675,4104475,801,-,,,gene-Rv3664c,dppC,,Rv3664c,protein_coding,ID=gene-Rv3664c;Dbxref=GeneID:885483;Name=dppC;gbkey=Gene;gene=dppC;gene_biotype=protein_coding;locus_tag=Rv3664c
H37Rv,NC_000962.3,RefSeq,CDS,4103675,4104475,801,-,,0,cds-NP_218181.1,NP_218181.1,dipeptide ABC transporter permease DppC,Rv3664c,protein_coding,"ID=cds-NP_218181.1;Parent=gene-Rv3664c;Dbxref=GenBank:NP_218181.1,GeneID:885483;Name=NP_218181.1;gbkey=CDS;gene=dppC;locus_tag=Rv3664c;product=dipeptide ABC transporter permease DppC;protein_id=NP_218181.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4104531,4105457,927,-,,,gene-Rv3665c,dppB,,Rv3665c,protein_coding,ID=gene-Rv3665c;Dbxref=GeneID:885474;Name=dppB;gbkey=Gene;gene=dppB;gene_biotype=protein_coding;locus_tag=Rv3665c
H37Rv,NC_000962.3,RefSeq,CDS,4104531,4105457,927,-,,0,cds-NP_218182.1,NP_218182.1,dipeptide ABC transporter permease DppB,Rv3665c,protein_coding,"ID=cds-NP_218182.1;Parent=gene-Rv3665c;Dbxref=GenBank:NP_218182.1,GeneID:885474;Name=NP_218182.1;gbkey=CDS;gene=dppB;locus_tag=Rv3665c;product=dipeptide ABC transporter permease DppB;protein_id=NP_218182.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4105459,4107084,1626,-,,,gene-Rv3666c,dppA,,Rv3666c,protein_coding,ID=gene-Rv3666c;Dbxref=GeneID:885315;Name=dppA;gbkey=Gene;gene=dppA;gene_biotype=protein_coding;locus_tag=Rv3666c
H37Rv,NC_000962.3,RefSeq,CDS,4105459,4107084,1626,-,,0,cds-NP_218183.1,NP_218183.1,dipeptide ABC transporter substrate-binding lipoprotein DppA,Rv3666c,protein_coding,"ID=cds-NP_218183.1;Parent=gene-Rv3666c;Dbxref=GenBank:NP_218183.1,GeneID:885315;Name=NP_218183.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=dppA;locus_tag=Rv3666c;product=dipeptide ABC transporter substrate-binding lipoprotein DppA;protein_id=NP_218183.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4107792,4109747,1956,+,,,gene-Rv3667,acs,,Rv3667,protein_coding,ID=gene-Rv3667;Dbxref=GeneID:885479;Name=acs;gbkey=Gene;gene=acs;gene_biotype=protein_coding;locus_tag=Rv3667
H37Rv,NC_000962.3,RefSeq,CDS,4107792,4109747,1956,+,,0,cds-NP_218184.1,NP_218184.1,acetyl-CoAsynthetase,Rv3667,protein_coding,"ID=cds-NP_218184.1;Parent=gene-Rv3667;Dbxref=GenBank:NP_218184.1,GeneID:885479;Name=NP_218184.1;Note=Acs (acetate--CoA ligase) (acetyl-CoA synthetase) (acetyl-CoA synthase) (acyl-activating enzyme) (acetate thiokinase) (acetyl-activating enzyme) (acetate--CoAligase) (acetyl-CoAsynthase);experiment=COORDINATES:Mass spectrometry[PMID:21969609],DESCRIPTION:Protein purification and characterization[PMID:21896569],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=acs;inference=protein motif:PROSITE:PS00455;locus_tag=Rv3667;product=acetyl-CoAsynthetase;protein_id=NP_218184.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4109783,4110481,699,-,,,gene-Rv3668c,Rv3668c,,Rv3668c,protein_coding,ID=gene-Rv3668c;Dbxref=GeneID:885609;Name=Rv3668c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3668c
H37Rv,NC_000962.3,RefSeq,CDS,4109783,4110481,699,-,,0,cds-NP_218185.1,NP_218185.1,protease,Rv3668c,protein_coding,"ID=cds-NP_218185.1;Parent=gene-Rv3668c;Dbxref=GenBank:NP_218185.1,GeneID:885609;Name=NP_218185.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv3668c;product=protease;protein_id=NP_218185.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4110827,4111345,519,+,,,gene-Rv3669,Rv3669,,Rv3669,protein_coding,ID=gene-Rv3669;Dbxref=GeneID:885626;Name=Rv3669;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3669
H37Rv,NC_000962.3,RefSeq,CDS,4110827,4111345,519,+,,0,cds-NP_218186.1,NP_218186.1,transmembrane protein,Rv3669,protein_coding,"ID=cds-NP_218186.1;Parent=gene-Rv3669;Dbxref=GenBank:NP_218186.1,GeneID:885626;Name=NP_218186.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv3669;product=transmembrane protein;protein_id=NP_218186.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4111346,4112329,984,+,,,gene-Rv3670,ephE,,Rv3670,protein_coding,ID=gene-Rv3670;Dbxref=GeneID:885577;Name=ephE;gbkey=Gene;gene=ephE;gene_biotype=protein_coding;locus_tag=Rv3670
H37Rv,NC_000962.3,RefSeq,CDS,4111346,4112329,984,+,,0,cds-NP_218187.1,NP_218187.1,epoxide hydrolase EphE,Rv3670,protein_coding,"ID=cds-NP_218187.1;Parent=gene-Rv3670;Dbxref=GenBank:NP_218187.1,GeneID:885577;Name=NP_218187.1;Note=epoxide hydratase (arene-oxide hydratase);experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=ephE;inference=protein motif:PROSITE:PS00213;locus_tag=Rv3670;product=epoxide hydrolase EphE;protein_id=NP_218187.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4112322,4113515,1194,-,,,gene-Rv3671c,Rv3671c,,Rv3671c,protein_coding,ID=gene-Rv3671c;Dbxref=GeneID:885176;Name=Rv3671c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3671c
H37Rv,NC_000962.3,RefSeq,CDS,4112322,4113515,1194,-,,0,cds-NP_218188.1,NP_218188.1,serine protease,Rv3671c,protein_coding,"ID=cds-NP_218188.1;Parent=gene-Rv3671c;Dbxref=GenBank:NP_218188.1,GeneID:885176;Name=NP_218188.1;experiment=DESCRIPTION:Protein purification and characterization[PMID:20947023],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;inference=protein motif:PROSITE:PS00135;locus_tag=Rv3671c;product=serine protease;protein_id=NP_218188.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4113521,4114342,822,-,,,gene-Rv3672c,Rv3672c,,Rv3672c,protein_coding,ID=gene-Rv3672c;Dbxref=GeneID:885463;Name=Rv3672c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3672c
H37Rv,NC_000962.3,RefSeq,CDS,4113521,4114342,822,-,,0,cds-NP_218189.1,NP_218189.1,hypothetical protein,Rv3672c,protein_coding,"ID=cds-NP_218189.1;Parent=gene-Rv3672c;Dbxref=GenBank:NP_218189.1,GeneID:885463;Name=NP_218189.1;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;inference=protein motif:PROSITE:PS01293;locus_tag=Rv3672c;product=hypothetical protein;protein_id=NP_218189.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4114474,4115157,684,-,,,gene-Rv3673c,Rv3673c,,Rv3673c,protein_coding,ID=gene-Rv3673c;Dbxref=GeneID:885190;Name=Rv3673c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv3673c
H37Rv,NC_000962.3,RefSeq,CDS,4114474,4115157,684,-,,0,cds-NP_218190.1,NP_218190.1,membrane-anchored thioredoxin-like protein,Rv3673c,protein_coding,"ID=cds-NP_218190.1;Parent=gene-Rv3673c;Dbxref=GenBank:NP_218190.1,GeneID:885190;Name=NP_218190.1;Note=thiol-disulfide interchange related protein;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;inference=protein motif:PROSITE:PS00194;locus_tag=Rv3673c;product=membrane-anchored thioredoxin-like protein;protein_id=NP_218190.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,4115157,4115894,738,-,,,gene-Rv3674c,nth,,Rv3674c,protein_coding,ID=gene-Rv3674c;Dbxref=GeneID:885058;Name=nth;gbkey=Gene;gene=nth;gene_biotype=protein_coding;locus_tag=Rv3674c
H37Rv,NC_000962.3,RefSeq,CDS,4115157,4115894,738,-,,0,cds-NP_218191.2,NP_218191.2,endonuclease III,Rv3674c,protein_coding,"ID=cds-NP_218191.2;Parent=gene-Rv3674c;Dbxref=GenBank:NP_218191.2,GeneID:885058;Name=NP_218191.2;Note=Nth (DNA-(apurinic or apyrimidinic site)lyase) (AP lyase) (AP endonuclease class I) (endodeoxyribonuclease (apurinic or apyrimidinic)) (deoxyribonuclease (apurinic or apyrimidinic));experiment=DESCRIPTION:Protein purification and characterization[PMID:20031487],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=nth;inference=protein motif:PROSITE:PS01155;locus_tag=Rv3674c;product=endonuclease III;protein_id=NP_218191.2;transl_table=11"
